,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
SenatorBegich,0.20980828,-0.18412048,-0.23416963,-0.28604677,0.083472125,0.1650157,0.18246531,0.05545017,-0.022756882,-0.026153404,0.25545707,-0.16068748,0.34689754,0.14531294,-0.10134293,0.17783761,-0.2086241,0.12348099,-0.24082483,0.12175547,0.02466207,0.029820008,-0.09063782,-0.14916985,0.25845996,0.07551266,-0.099838644,0.020739002,0.00897188,-0.032308336,0.07207777,0.015752118,-0.08249409,-0.044099603,-0.010133743,0.12559606,0.10070069,0.059189998,0.07723852,-0.13037528,0.20313385,-0.0040518953,0.010691195,-0.011534386,-0.052052684,-0.044136506,-0.06715564,0.11383533,0.09518384,-0.22858511
virginiafoxx,0.120812185,-0.19779791,-0.02881982,-0.20573436,0.13110073,-0.047579948,0.31782123,-0.11823234,-0.025359081,-0.025638187,0.19443764,-0.24096578,0.14949027,0.13323738,-0.24595469,0.08250961,-0.044788674,0.18682683,-0.18344696,-0.005028568,0.108910196,0.066452436,0.078304924,-0.11054909,0.053262126,-0.00032973912,0.078608915,-0.08616804,0.18664898,-0.09413314,0.08157048,0.22133793,0.005673087,-0.010132699,0.03867765,0.1900911,0.09409974,-0.064586386,-0.11550506,-0.270244,0.1518227,-0.038203884,0.19330479,0.072801,0.16383126,0.14256808,-0.10934534,-0.0065675206,0.17629932,-0.22027135
RepMikeCoffman,0.036252428,-0.062944084,-0.16112892,-0.09133444,0.27372774,0.046286657,0.30569082,0.04089071,-0.040462,-0.124660775,0.20344657,-0.15704158,0.07020731,0.2358016,-0.23617898,-0.008014048,-0.07694316,0.23298994,-0.245,0.07144918,0.01706896,-0.036649406,0.12820879,-0.14939584,0.08989259,-0.07213872,-0.18517019,-0.213348,0.06699025,0.042397384,-0.0755059,0.24705204,-0.04809554,0.018190771,0.0064812284,0.15001673,0.026708376,-0.043819956,-0.09748244,-0.20095657,0.09923013,-0.004829099,0.24388413,0.042510554,0.11218851,0.20895933,-0.0682078,-0.10593041,0.13365184,-0.1339165
janschakowsky,0.19774878,-0.1955646,-0.03930544,-0.22797105,0.2583612,-0.0015477096,0.12726238,0.1882006,0.0853622,-0.1708774,0.033160005,0.07718248,0.25690746,-0.043968096,0.062464077,0.303117,-0.18674073,0.10302629,-0.18937692,0.15448071,0.034175046,0.11342724,-0.015614964,-0.11592669,0.21306002,0.11535155,-0.298115,0.22264434,-0.049236834,-0.066293135,-0.012437307,0.0044735856,-0.16583613,-0.045148212,0.04870954,0.16807856,0.112130776,0.17096713,-0.015207988,0.0825544,-0.05285427,0.104327224,0.15137096,-0.07153513,-0.0352574,-0.12525651,-0.08669014,0.04377516,0.12978151,-0.11185435
StabenowPress,0.2075011,-0.19281676,-0.13118322,-0.28559387,0.100670196,0.08929147,0.16280945,0.11829696,-0.14512514,-0.034402583,0.28263608,-0.047077466,0.34619686,0.13141291,0.088998556,0.08829704,-0.2037503,0.045492027,-0.15484485,0.07143351,0.19988903,0.034200124,-0.14163056,-0.30465016,0.20695542,0.09725943,-0.17890295,-0.005580353,0.045373783,0.023258124,-0.010104881,0.044576224,-0.04383905,-0.0156357,-0.04730635,0.14634193,0.049351566,0.041758098,0.119280174,-0.13293372,0.15874738,-0.009001543,-0.028218532,0.0075321156,0.051737916,-0.06818221,0.012025283,0.1453992,0.042439926,-0.26660654
FrankLautenberg,0.20234583,-0.07595493,-0.24729471,-0.2852342,0.18993972,0.19548377,0.15856145,0.21632579,-0.058620755,-0.126346,0.19516796,-0.03680187,0.27865702,0.1380021,0.036836263,0.07720052,-0.18086381,0.07374081,-0.15832575,0.08060297,0.0023191958,-0.040440187,-0.1793376,-0.09417183,0.18101779,0.03166782,-0.18752153,-0.013329734,-0.10883106,0.053482205,0.12516601,-0.11568488,-0.1175238,-0.14612511,-0.069821,0.09302092,0.10753153,0.09436246,0.1607704,-0.13015473,0.21838742,-0.031360783,-0.10773959,-0.009350551,-0.07552915,-0.023932833,-0.21706568,0.18695816,0.040401876,-0.11890452
HispanicCaucus,0.1426632,-0.1624114,-0.008954305,-0.08118622,0.3497952,0.21319948,0.22053708,0.10908568,0.018593922,-0.21784933,0.09049687,0.105618626,0.09795229,-0.06944216,0.12661108,0.063491195,-0.28948843,0.09208157,-0.15163298,-0.036630534,0.10958627,0.15352063,-0.0015917226,-0.20030594,0.30897766,-0.025495494,-0.15970494,-0.0011188732,-0.18794869,-0.011765187,-0.03777641,-0.011916831,0.0124180075,-0.1161087,-0.19777584,0.12725961,0.14748932,0.15104331,0.033969223,-0.15068093,-0.057967633,0.20468393,0.0723527,-0.0493699,0.052366283,0.1488645,-0.19862315,-0.039280605,0.09558712,-0.017734056
RepKenMarchant,0.100342125,-0.2902318,-0.030571776,-0.06851214,0.03416211,-0.03377531,0.24460836,-0.09699137,-0.028084977,0.052782506,0.15278296,-0.22747838,0.053078797,0.148553,-0.13744847,0.12801178,-0.031739548,0.07848266,-0.1730713,-0.05742096,0.083338566,0.07494104,0.20158215,-0.099718265,0.025684962,0.003050641,0.089246474,-0.19299215,0.08188934,0.014521332,-0.046133064,0.2594015,0.12049046,-0.0103037115,-0.045699682,0.16600326,-0.008104,-0.11631257,-0.25755197,-0.35191116,0.1523407,0.026834246,0.22919688,0.091054104,0.16253734,0.15382642,0.007443029,-0.064694025,0.22770897,-0.1579821
RepBecerra,0.09273161,-0.115844876,-0.04582823,-0.19002062,0.28122407,0.22171183,0.18423378,0.055803098,0.11692458,-0.23182902,0.16597892,0.011949106,0.25258732,-0.031864006,0.08932865,0.19258244,-0.30247673,0.18421847,-0.21745932,-0.018616714,0.090855606,0.071426794,0.02488472,-0.17469835,0.3202987,0.0051438096,-0.19334589,0.076143205,-0.009887418,-0.025720473,0.0200151,-0.023013849,-0.036921512,-0.0632346,-0.06483854,0.08454043,0.15715916,0.23484161,0.052823845,-0.15222752,-0.054082204,0.16202876,0.093576014,-0.053572163,0.056557465,-0.049463004,-0.13763872,0.0060671438,0.06633375,-0.10990139
RepTrentFranks,0.019232728,-0.14644478,-0.009814247,-0.175704,0.056941237,0.0052500167,0.29647848,-0.07877117,-0.07265946,0.044218894,0.21066721,-0.274594,0.19002159,0.12587841,-0.12288039,0.04735853,-0.059548367,0.15452924,-0.20500042,0.008057149,0.015936775,-0.0057063447,0.19123916,-0.07583061,0.08116324,0.07997013,0.114581026,-0.10306456,0.16411856,-0.02911534,0.045555945,0.26787052,0.09413862,0.13298386,0.01349045,0.16191253,0.10612232,0.029294763,-0.17167374,-0.2797477,0.116983324,0.05798901,0.27850738,0.16230166,0.11256396,0.11884696,-0.037178703,-0.11305272,0.22259097,-0.13711666
RepErikPaulsen,0.09692176,-0.16692415,-0.10806458,-0.16457072,0.08295513,-0.059004348,0.23486184,-0.0078104804,0.07253823,-0.16683866,0.04927841,-0.14879455,0.16948065,0.11680869,-0.20218197,0.1251113,0.1100817,0.2984329,-0.22133121,-0.08081947,0.2010267,-0.039659277,0.12124739,-0.10443519,0.026348252,0.02366792,0.015587501,-0.09562969,0.26005602,-0.035776276,0.0061133294,0.21770222,-0.005616724,0.07669492,0.11760094,-0.002825927,-0.005657453,-0.040399637,-0.030226054,-0.16512007,-0.06039177,-0.04896104,0.40579006,0.028910162,0.14699438,0.07150778,0.11737242,-0.021992238,0.23066483,-0.18770148
repdonnaedwards,0.0669489,-0.10959262,-0.0014707167,-0.31051886,0.29921058,0.11639088,0.17677522,0.15557867,0.14379191,-0.24243866,0.01845948,-0.025772698,0.2024492,-0.03569924,0.1576977,0.09837065,-0.2770247,0.19789289,-0.20087442,0.0011209248,0.08628664,-0.0017209775,-0.029607026,-0.1440129,0.26806036,0.06757139,-0.20463076,0.16845314,-0.0702945,0.035483625,0.010379275,-0.105203256,-0.107662566,-0.09205308,-0.038823023,0.025506914,0.13487962,0.26322255,0.0951284,-0.02962891,-0.048410524,0.122641854,0.10342878,-0.10957876,0.048736647,-0.15343162,-0.09748221,0.10391892,0.073316105,-0.10300875
askgeorge,0.20257027,-0.12747459,-0.14329225,-0.15027341,0.16745052,0.15933649,0.21401301,0.031536046,0.0512756,-0.18702199,0.18299508,-0.03954818,0.25108558,0.07313332,-0.061767004,0.11329982,-0.18034068,0.2476207,-0.21601944,0.022265635,0.12386324,0.050646238,0.024607997,-0.24497496,0.2816981,0.059219193,-0.25577113,0.04951197,0.05440101,0.034649085,-0.06981456,0.106742084,-0.1604244,0.02160701,-0.061583593,0.08358922,0.050668072,0.06645876,0.09158018,-0.19235344,-0.06340883,0.10999699,0.2322264,-0.07784222,0.1289415,-0.074640214,-0.08020705,0.013326722,0.05355178,-0.23206468
SenRubioPress,-0.10607106,-0.057437982,0.036743794,-0.25043324,-0.04473974,0.19034755,0.15931489,0.0051196306,0.037300233,-0.0408651,0.16405484,-0.16749293,0.15574524,0.12187176,-0.05783994,0.22213088,-0.19312343,0.07439062,-0.2052402,-0.0012994519,-0.05349037,0.07462061,0.19770205,0.085072905,0.14817128,-0.10494902,0.21470751,-0.12877259,0.15161458,-0.04642987,0.06549452,-0.045514412,0.030765977,0.012654444,0.0136417225,0.12894028,0.24569044,0.1536084,-0.211312,-0.029912453,0.19093996,0.01491203,-0.05021244,0.16647345,-0.118690185,0.37303677,-0.041395843,-0.040722515,0.25968412,-0.051578294
RogerWicker,0.1510026,-0.20345892,-0.18831296,-0.2766735,0.068416506,0.09797052,0.19979437,-0.054877494,0.0020981338,0.0050704554,0.18238243,-0.24216904,0.25317776,0.16267113,-0.26373303,0.0045511783,-0.015369775,0.21568407,-0.29053676,0.08135283,0.05042133,0.09142833,0.10224473,-0.12735346,0.18504247,0.08175721,0.005387858,-0.16839136,0.041614167,0.049302105,-0.010184472,0.12300192,-0.033566788,-0.092881784,0.018853102,0.088828675,0.057027012,-0.10562836,0.0080585005,-0.17356017,0.18088269,-0.021532653,0.17889687,0.03235929,0.058155738,0.18421316,0.092613414,-0.0534903,0.11926708,-0.24214157
RepLynnJenkins,0.07305832,-0.19583286,-0.014800203,-0.18126631,0.03346802,-0.029154126,0.23707142,-0.02325221,-0.022820754,0.0145167485,0.20652054,-0.2225812,0.13728833,0.18705574,-0.23959337,0.09946142,0.02491952,0.08790872,-0.18376963,-0.06413064,0.13197932,0.033346757,0.1623622,-0.14839283,0.029813219,-0.049418066,0.034342296,-0.2331408,0.15980783,-0.02005772,-0.052257303,0.2693013,0.0067547834,-0.039837535,0.00094019,0.12921408,0.026070017,-0.17055452,-0.1550087,-0.19032142,0.19968185,-0.014852976,0.2819587,0.060589533,0.15905727,0.25113517,-0.00040751806,-0.085192084,0.16042934,-0.15581849
Daniel_Inouye,0.18376681,-0.19982004,-0.20724477,-0.22835349,0.13354415,0.18128745,0.17980051,0.045919117,-0.02419445,-0.043107145,0.2697637,-0.1271966,0.34608814,0.1301649,-0.05094203,0.17129134,-0.24547997,0.0897486,-0.2184022,0.107051075,0.068744496,0.05893944,-0.093408406,-0.18502052,0.27494195,0.03384989,-0.15393591,0.027170783,-0.011745285,-0.02268789,0.084546946,-0.009182762,-0.07668652,-0.09912545,-0.07262617,0.07874249,0.106359996,0.11082273,0.12049666,-0.1292014,0.17502476,0.051710684,0.010313282,-0.0403173,-0.0115284445,-0.098802894,-0.09829582,0.12540236,0.09297465,-0.1933232
SenateBanking,0.14622787,-0.07704176,-0.19414821,-0.3078034,0.109512284,0.18027836,0.2851016,0.02175532,0.12511295,-0.081530005,0.29279846,-0.021654148,0.35090196,0.121037595,-0.06044612,0.2579963,-0.07353987,0.12506334,-0.27030593,0.052221768,0.09135846,0.13153134,0.031235231,-0.20752417,0.25691745,-0.03610418,-0.037367243,0.15040432,0.16332792,-0.06814998,-0.105917215,0.021087784,-0.08796377,-0.06910753,0.0072459294,0.1403103,0.012034706,0.03884403,0.010010068,-0.09786706,0.14186293,-0.041960202,0.10767675,-0.07026965,0.01884402,0.011170964,-0.0604817,-0.016121656,-0.0016185988,-0.10125763
EleanorNorton,0.026672393,-0.19837356,0.004888714,-0.21675994,0.30218586,0.078983895,0.24054998,0.15327376,0.08274664,-0.18640429,0.07932562,-0.018137855,0.21299353,0.011413157,0.11843176,0.08894219,-0.24808832,0.12966223,-0.1428589,-0.018051492,0.16311143,0.03926638,-0.042455226,-0.2206198,0.24389851,0.028038494,-0.2933764,0.07090392,-0.07261505,0.056677222,-0.035369877,-0.0092369085,-0.15520485,-0.12530339,-0.06739131,0.015705895,0.16635484,0.24202093,0.12582183,-0.09234943,-0.103976354,0.21607143,0.10006664,-0.07125729,0.026592184,-0.088584706,-0.14765568,0.074212104,0.11367019,-0.053848773
SenBennetCO,0.15776996,-0.071843006,-0.31209588,-0.08103099,0.205276,0.1508169,0.211399,0.15723576,-0.0978293,-0.09621366,0.27457097,-0.10244449,0.15949613,0.19477576,-0.17338644,0.112335205,-0.16921759,0.112297416,-0.18856888,0.20034598,-0.029661207,-0.032141022,-0.08682533,-0.20419174,0.19398421,-0.05552689,-0.30421153,-0.13274279,-0.07202896,0.06270015,0.053111915,0.10094754,-0.15197252,-0.044514272,-0.050855715,0.14287889,0.074389234,0.09962072,0.11871735,-0.0981221,0.2093293,0.06122591,-0.05397556,-0.027531713,-0.01167362,0.014436617,-0.14689146,0.075207435,0.065721795,-0.09705555
CongressmanDan,-0.168268,0.01370061,0.092749156,-0.23513228,-0.03681977,-0.057719894,0.2084367,0.063190036,0.014521789,-0.10031985,0.15695591,-0.13712403,0.03819878,0.288311,-0.09408031,0.17385192,-0.11988246,0.099932164,-0.153889,-0.10247637,-0.034704786,-0.012353889,0.06830804,0.07045712,-0.05022174,-0.043014944,-0.049898535,-0.1660496,0.123298824,0.010902961,-0.16359338,0.0738582,0.14495204,0.0023800156,0.041161243,0.13362746,0.035258986,-0.16125835,-0.30290177,-0.16746078,0.20700838,-0.2088275,0.32947677,-0.046315577,0.07459785,0.22024071,0.026153686,-0.18048443,0.049587727,-0.22814739
RepJoeWalsh,-0.07219349,-0.06613137,0.051882356,-0.33165294,0.09662931,-0.22614399,0.21374111,0.0743777,-0.021300437,-0.123747446,0.16620089,-0.025503159,0.037049603,0.12231041,0.062637284,0.25587362,-0.16768731,0.04507788,-0.18283075,0.044710796,-0.06387934,0.06580751,0.09830218,0.00967369,-0.0039413087,0.031166326,0.03938365,0.023759453,0.11199195,-0.18382321,-0.044688523,0.1377701,0.04213838,-0.029721485,0.18958738,0.2940585,0.051048446,0.01563582,-0.36011547,-0.094614275,0.19428554,-0.08740428,0.2507533,0.14635931,0.018028323,0.19700395,-0.0889426,-0.07981703,0.1397713,-0.11362921
JudgeCarter,0.037955545,-0.26138252,-0.040778387,-0.08446267,0.06004046,-0.0025921115,0.23174816,-0.06710238,-0.011691081,-0.004355948,0.14201854,-0.2573138,0.101129994,0.18165827,-0.19480377,0.065968804,-0.0054840012,0.10446132,-0.18112017,-0.079069324,0.07362261,0.07641223,0.20406136,-0.074990965,-0.00893614,-0.043999422,0.047329318,-0.22306713,0.09435283,0.01268715,-0.12382662,0.21319646,0.10287678,-0.04303498,0.0022242097,0.14577286,-0.013110781,-0.21477194,-0.24527875,-0.29706204,0.1656713,-0.029156445,0.28271037,0.06264349,0.15751912,0.1591192,0.07596888,-0.08276745,0.13520509,-0.1832882
WaysMeansCmte,0.14354916,-0.06077198,-0.062214818,-0.2005329,0.20747623,0.19075033,0.2589558,0.015544004,0.17662312,-0.23334776,0.21156284,0.0014062187,0.3193691,-0.06465294,0.03848775,0.17373125,-0.20274973,0.10036978,-0.18881881,-0.10149869,0.13592057,0.12114465,-0.0046595065,-0.22678791,0.34119433,0.018797802,-0.122070335,0.19292918,0.1394153,-0.090332545,-0.103549615,0.023552118,0.023758287,-0.08846893,-0.015768051,0.11799767,-0.02246173,0.11149186,0.062426798,-0.10182148,0.0092454,0.061164375,0.11905134,-0.13988069,0.05219811,-0.0976983,-0.05158215,-0.04205781,0.12707417,-0.083399706
PattyMurray,0.19267917,-0.14933905,-0.12063791,-0.2717366,0.15737864,0.16903043,0.13576812,0.13314968,0.019473676,-0.074586116,0.22713514,-0.12327014,0.33626345,0.09185516,0.06748473,0.24095877,-0.26180437,0.021892648,-0.043001942,0.07627344,0.16691436,0.022878204,-0.10708708,-0.19962822,0.23042534,0.095655784,-0.10752804,0.13138042,-0.0014842396,-0.048222993,0.12967624,-0.037693135,-0.0791279,-0.09366249,-0.02965661,0.10454497,0.0996048,0.18972282,0.092591666,-0.0389168,0.18946354,0.0052072373,-0.110671885,0.024955083,-0.022610443,-0.11391915,-0.15490115,0.16952804,0.12586527,-0.1552192
GreggHarper,0.10818669,-0.2051219,-0.022413002,-0.14776044,0.07146685,-0.01668665,0.28916475,-0.07509309,-0.024585709,0.06481877,0.15289016,-0.17958309,0.15860645,0.108865246,-0.23966324,0.054746024,0.028448587,0.13345906,-0.25570703,-0.021482568,0.07647148,0.027502855,0.20311995,-0.16961038,0.091993034,-0.04317024,0.09992148,-0.18141416,0.086400576,-0.05604388,0.016112853,0.2808832,0.07056109,0.042750746,0.02796181,0.11319896,0.0912816,-0.028520979,-0.115885705,-0.30005777,0.10523969,-0.003813936,0.2398025,0.12316959,0.17630202,0.21880333,0.010801383,-0.07907574,0.23179285,-0.10703056
RepRaulGrijalva,0.14019902,-0.085924454,0.013609187,-0.16655217,0.19231795,0.10408078,0.18390946,0.14706393,-0.011590636,-0.2943548,0.03468333,0.05861137,0.20814234,-0.029236242,0.09599986,0.22933508,-0.13760212,0.26314315,-0.28338096,0.062384263,-0.03619625,-0.016472457,-0.03131802,-0.15492402,0.23216249,0.22552271,-0.24752836,0.1954208,0.040753204,0.026117658,-0.010070782,0.012424954,-0.14540347,0.038168065,-0.038033888,0.13159032,0.063696764,0.13715102,0.010035407,-0.09883875,-0.11945027,0.12978041,0.20145187,-0.10890696,-0.06971206,-0.18667316,-0.04385326,0.0047951327,0.07415764,-0.18384156
RepJJJr,0.12141588,-0.19554754,0.019596538,-0.19432755,0.34900025,0.026070436,0.18668208,0.12550099,0.1279958,-0.14351042,0.08219561,0.048828885,0.21991639,-0.09130764,0.16463643,0.13876884,-0.2235562,0.09052707,-0.24401158,0.003928156,0.03338381,0.062763244,0.03395813,-0.19794951,0.2752006,0.009560623,-0.1872749,0.09477423,-0.13697964,-0.042945363,-0.045367435,-0.0014543983,-0.03761799,-0.11680723,-0.058068357,0.10043749,0.1573085,0.28220782,0.059642415,-0.07120442,-0.11781801,0.23765719,0.18775336,0.004209138,0.06393258,0.034494657,-0.104149275,0.040790938,0.12113752,-0.03624316
SenatorLeahy,0.20477873,-0.17031062,-0.2202198,-0.2169665,0.07754494,0.16857529,0.11221567,0.14172743,-0.049481854,-0.023067838,0.21115471,-0.087120295,0.30318365,0.15849878,-0.026067192,0.23708534,-0.16200563,0.07316802,-0.15545738,0.19251126,2.624476e-05,-0.0016732108,-0.17231047,-0.121635325,0.19493555,0.06715712,-0.12738627,0.1418335,-0.09975644,-0.030506328,0.09429209,-0.05623353,-0.1475462,-0.09751097,-0.016434608,0.09662542,0.16874968,0.1573839,0.11533459,-0.051359404,0.21637118,-0.0188225,-0.079042815,0.0340522,-0.115421936,-0.17028186,-0.11889465,0.21919082,0.025679823,-0.16845952
FinancialCmte,0.005641326,-0.0815034,-0.07019057,-0.27240804,0.17126909,0.050076857,0.26889008,0.0009594332,0.033525668,0.0047436985,0.29667988,-0.040193163,0.2240974,0.19353455,-0.061676826,0.22749852,-0.044948038,-0.01840397,-0.22219755,0.0074642226,0.085506156,0.08454016,0.10997166,-0.22061016,0.2015961,-0.10064304,0.05705074,0.055416167,0.22574876,-0.09518835,-0.02175989,0.2006359,0.073456526,0.06171327,-0.015271949,0.21413003,0.059308656,0.0063285707,-0.18235466,-0.26209766,0.1439304,0.0009830074,0.13468167,0.11742015,0.059242733,0.13639,-0.12281397,-0.056204356,0.18862946,-0.04247764
jahimes,0.103614196,-0.086160466,-0.15976769,-0.24776067,0.18697853,0.15419903,0.17868814,0.10584295,0.02187724,-0.21253996,0.2000371,-0.12811619,0.28502876,0.083251595,-0.09895604,0.10686433,-0.23858432,0.09601308,-0.24324797,0.04658539,0.05220802,0.09299908,-0.015745256,-0.15736145,0.22348012,-0.05211239,-0.32359964,-0.020646637,0.0101397205,0.11815114,0.02355582,0.03838653,-0.1548692,-0.16038866,-0.012893513,0.06266475,0.07340549,0.13759892,0.10514196,-0.108722985,0.061678477,0.09405553,0.16864312,-0.18869841,0.011373555,-0.07592153,-0.054583773,-0.122791424,0.098096535,-0.1804548
JoeSestak,0.26666215,-0.057184096,-0.06212655,-0.25253648,0.032469526,0.009201183,0.23164514,0.052754562,0.023426488,-0.29900944,0.21042867,-0.09623823,0.24999446,-0.0021608619,-0.1536144,0.29641742,-0.07089875,0.19324386,-0.21351208,-0.078800894,0.061355323,-0.04968892,-0.027135808,-0.12152187,0.04408735,0.11274553,-0.14441296,0.059307534,0.13266362,0.055020887,-0.08152519,-0.003307533,-0.123023555,-0.11530942,0.09173849,0.11879557,-0.14201406,0.067146264,0.18197364,-0.038226426,-0.00097407383,-0.1136236,0.0798877,-0.24575526,0.034528818,-0.20556428,0.09857663,0.057224035,0.0039852583,-0.23317824
chelliepingree,0.18198004,-0.17742385,-0.15686722,-0.18334118,0.18397352,0.1676442,0.1994015,0.08841192,-0.026464285,-0.20466754,0.1402088,-0.0995346,0.31125787,0.0831364,-0.10135527,0.14631075,-0.14642932,0.14367037,-0.1637594,0.0773996,0.074651994,0.07227123,-0.033990704,-0.22972457,0.25297102,0.019535773,-0.34137177,0.051547375,0.034482405,0.037554357,0.0148817,0.14839733,-0.16622287,-0.045447454,-0.028040154,0.115923226,0.032816138,0.07616343,0.12505229,-0.16038115,-0.0053286795,0.076854035,0.13340145,-0.13555516,0.06728774,-0.038711492,-0.10086309,-0.036564738,0.061356056,-0.23756193
FrankPallone,0.19467793,-0.12830919,-0.18148696,-0.27985483,0.22123556,0.18261026,0.22461557,0.12142251,0.03703922,-0.25320458,0.1797026,-0.032372683,0.28555837,0.052515034,-0.010842749,0.09631599,-0.19848728,0.15416045,-0.19240497,0.0391577,0.040684566,0.0070956848,-0.052073576,-0.19229217,0.28946966,0.03581228,-0.2756096,0.012680636,-0.013132767,0.058276046,0.026303794,0.03906706,-0.09633361,-0.08855837,-0.069169044,0.1175242,0.04839993,0.08641228,0.1529569,-0.15647325,0.06004185,0.02504085,0.108576156,-0.08269711,0.038314465,-0.026482066,-0.14197129,0.04897946,0.112909615,-0.17475514
RepToddAkin,0.0981893,-0.15462998,-0.046429936,-0.26624936,0.024355818,-0.104896165,0.20852835,0.08169014,0.015627136,-0.030459952,0.17951092,-0.22602962,0.0700742,-0.027303806,-0.0020883593,0.18710119,0.015657729,0.13677774,-0.1086536,-0.061655972,-0.018822284,-0.18254986,0.12186365,-0.026355911,-0.19078673,0.09560008,0.22778372,0.047192242,0.22378367,-0.117282376,0.10466788,0.27366737,-0.19287765,-0.25641444,0.1642335,0.037921384,0.09568965,0.10520746,-0.18918161,-0.0692748,0.2869266,0.14734808,0.11139238,0.14518553,0.15343058,0.057101768,0.055410292,0.080860734,0.08525102,0.0001181916
HFACDemocrats,0.17080152,-0.10253876,-0.061515145,-0.19551761,0.2791561,0.22128342,0.30843893,-0.039205983,0.13124877,-0.10533466,0.22273405,-0.082429804,0.30617955,-0.029182903,-0.047701687,0.1381197,-0.140519,0.039272625,-0.2496447,-0.03317036,0.11703349,0.12440085,-0.005863137,-0.25126773,0.3060064,-0.061872613,-0.105789594,0.063499525,-0.051095866,-0.09809538,-0.03905875,0.03938837,-0.030040067,-0.10000464,-0.13472047,0.06885938,0.1144679,0.20828386,0.08762532,-0.14157552,0.000939697,0.12173907,0.08171005,-0.051644873,0.047238693,-0.03681142,-0.11090058,-0.021229578,0.16140528,-0.066699885
TomLatham,0.117743395,-0.2265897,-0.20407745,-0.07714142,0.03152882,-0.07386293,0.22262476,-0.07639609,0.06655627,-0.007201503,0.14332558,-0.34234753,0.22324693,0.26135364,-0.23598126,0.101662,-0.064115204,0.12832601,-0.22239865,0.06408108,0.120974936,0.122855455,0.089934625,-0.22064885,0.0028831742,-0.05249616,0.036383215,-0.115604356,0.12930469,0.045780886,-0.070615456,0.27342576,-0.024478685,-0.0003791788,0.026151557,0.099460304,-0.095511675,0.03329605,-0.04687776,-0.13122821,0.08964833,0.009094804,0.3222634,0.08637822,0.18401764,0.019194199,0.039067615,-0.04167108,0.112333395,-0.10916934
SenatorShaheen,0.12066995,-0.2183986,-0.14030552,-0.20237474,0.10036928,0.20913841,0.19865017,0.043812245,-0.022868836,-0.018938964,0.19927913,-0.24756408,0.37799534,0.087332144,-0.08701509,0.23856807,-0.21869439,-0.00025975602,-0.114376746,0.08495567,0.12264955,0.023038631,-0.09335762,-0.12060646,0.21543893,0.009752217,-0.19762091,0.019434469,-0.037961744,-0.06049115,0.16944678,-0.04862706,-0.09148061,-0.07569509,-0.01233447,0.040182125,0.0836529,0.17057484,0.099110484,-0.078677565,0.25030884,-0.008396405,-0.117314406,-0.12125598,-0.072736114,-0.15108508,-0.077024154,0.14515671,0.06791239,-0.1305941
RepBrianHiggins,0.093691,-0.14755568,-0.13041145,-0.24643782,0.22288099,0.10935548,0.20015116,0.10519404,-0.0010473329,-0.267598,0.1616332,-0.044808872,0.27620757,0.10916804,-0.08196251,0.13678806,-0.28070578,0.122347124,-0.1382851,0.12382713,0.05207712,-0.009222364,0.029750858,-0.15639648,0.29258958,-0.041545138,-0.27474734,0.0080680745,-0.034694713,0.06718182,0.0627267,-0.064933725,-0.14440504,-0.13997348,-0.06710038,0.089107744,0.119897746,0.17819779,0.053665254,-0.1985014,-0.054045554,0.08053518,0.09475002,-0.11771342,0.042401403,-0.110828705,-0.14187391,-0.049373563,0.077922955,-0.12725134
SenatorTomUdall,0.16436245,-0.18834102,-0.24448344,-0.22438279,0.12135802,0.1969125,0.18995993,0.10274557,-0.0530967,-0.06392695,0.26143515,-0.1261805,0.31790987,0.17922854,-0.03265243,0.18128999,-0.18831143,0.08666558,-0.21107614,0.11664559,0.008961984,0.013799849,-0.12299013,-0.18975417,0.27151102,0.06171176,-0.16047937,0.0362466,-0.013956257,-0.009644592,0.041420233,0.020374099,-0.10001832,-0.027381495,-0.036889214,0.11875704,0.093779124,0.13424997,0.09825909,-0.10518827,0.19687311,0.045455303,-0.0035737087,-0.040063675,-0.049484916,-0.113466114,-0.1486984,0.15971506,0.027917618,-0.17170672
RepGusBilirakis,0.090891965,-0.17922105,0.050625395,-0.09025129,-0.010725001,0.029459244,0.28266644,0.0028990675,-0.017274281,-0.06361312,0.20940252,-0.18221813,0.12825364,0.10158647,-0.19255845,0.19416454,-0.07644891,0.06088182,-0.18263333,0.029806998,0.027076468,0.030814722,0.18706413,-0.078819685,0.14791115,-0.061944872,0.07927089,-0.22753742,0.13065524,-0.06504048,0.0039883666,0.24691004,0.01812188,0.13408916,-0.009452463,0.11302351,0.14491041,-0.00260383,-0.15299897,-0.14883679,0.08147963,0.069259405,0.16663343,0.1377929,0.10021989,0.3171216,-0.14212884,-0.03844111,0.3453728,-0.15760133
