,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
robportman,0.15868782,-0.080107145,0.11828827,-0.046554517,-0.077661626,0.047485404,-0.10025427,-0.078283034,-0.09856537,0.052433595,0.06436098,-0.051318184,0.25949433,0.08030977,-0.14712,-0.05170718,-0.07920553,0.01479147,-0.43087813,0.20897962,0.20571163,0.034199715,0.11956539,-0.1677851,-0.0057310234,-0.06439556,0.13637026,0.040148076,0.14756866,0.14522192,0.2027997,-0.080860615,0.12664595,-0.15298194,0.086210534,0.042045873,0.30960497,0.0014007917,-0.08004131,-0.113631986,0.01394569,-0.26682988,-0.09310976,0.040424626,-0.28105116,0.042420313,0.0740099,-0.14736907,-0.06715318,0.12548475
GrahamBlog,-0.024122389,-0.055163916,-0.07176347,-0.4016309,0.069064535,0.024606261,0.12917756,-0.0040207896,0.08026351,-0.03558958,0.10151468,-0.35231984,0.16845182,0.11822088,-0.1460345,0.101472914,-0.0740713,0.061350513,-0.33119458,0.10543599,0.13140565,0.1253989,0.10680046,0.117937945,0.1061194,-0.054142136,0.3701592,0.019998271,0.00071890693,-0.13569175,-0.06022346,-0.08599617,-0.08817244,-0.054538272,0.099472955,0.092547886,0.18005012,0.07109504,0.017007617,-0.050727315,0.22025287,0.036953304,-0.18486191,0.043359287,-0.13984795,0.060214795,0.05578843,-0.046356294,-0.08721578,-0.1754557
RoyBlunt,0.14094216,-0.25038683,-0.10293996,-0.26457125,-0.13183798,-0.01624646,0.0824875,0.028112935,0.0070086285,0.0791106,0.27951908,-0.21736686,0.140396,0.09958839,-0.1342286,0.067792684,0.053310413,0.023916105,-0.17388305,0.011450728,0.20218225,0.02097393,0.17259426,-0.05383911,-0.10468811,0.06884694,0.12620692,-0.09794394,0.21029612,0.022068499,0.16832808,0.20346558,-0.1403755,-0.34690243,0.1315754,0.007941993,0.022419702,-0.036964074,-0.0767931,-0.061910033,0.3619666,0.05504921,0.16489767,0.0020584727,0.11062541,0.054546036,0.09576449,-0.03971143,0.0062523214,-0.08922907
SenatorCollins,0.17991437,-0.20171455,-0.29554302,-0.2491982,-0.0053408765,0.268643,0.25240356,-0.03914376,-0.02381797,0.05514002,0.19192918,-0.27519822,0.34815994,0.11491444,-0.2678047,0.100622766,-0.019722426,0.20441672,-0.2116833,0.12239551,0.028523296,0.12125121,0.0059762574,-0.13839777,0.20381315,0.06350254,-0.09257971,-0.017048316,-0.033374723,-0.055988748,0.0558523,0.07885132,-0.11394289,-0.037618905,0.04817907,0.120120645,0.028349588,0.017220985,0.016555302,-0.10346082,0.09746715,0.017031359,-0.013076514,-0.035007354,-0.031436376,0.12954088,0.008500482,-0.03935736,-0.014664723,-0.17001949
SenatorBoxer,0.094730884,-0.07769748,-0.0615994,-0.0044987705,-0.015673619,0.21582654,0.084580675,0.10548035,0.0604802,0.05607614,0.08956503,0.06423635,0.3338813,0.08827377,0.05057161,0.21607704,-0.3102826,0.19927035,0.015197511,-0.0024187681,0.10312033,-0.0060062213,-0.07605495,-0.03316119,0.2262418,0.12770596,0.0014712955,0.090093374,-0.0041211178,-0.11258709,0.05117224,-0.25902173,-0.15924385,0.058405433,-0.12635167,-0.048049018,0.23554413,0.2483837,-0.057119437,-0.1619959,0.10272836,0.0049289563,-0.06431936,0.12716562,0.0096740015,-0.1972578,-0.23283282,0.24359646,-0.13704681,-0.14444414
kevinomccarthy,0.020685637,-0.14089273,-0.093223326,-0.07547292,-0.12887964,-0.010459498,0.13230558,-0.07469252,0.20067748,0.04177596,0.21765041,-0.14518341,0.2404282,0.12738681,-0.24172214,0.11394366,-0.04105328,0.22679855,-0.14125447,-0.011799917,0.3232544,0.0942061,0.29206437,-0.07012798,0.036220897,-0.1579588,0.14778845,0.06943258,0.15788832,-0.1303714,-0.16287678,0.086744666,0.18469119,-0.0054106615,0.08518065,-0.028075574,0.021519901,-0.051159807,-0.33098662,-0.11173653,-0.1065316,0.0076322663,0.16518576,0.06825719,0.16456039,0.020551898,0.020513194,-0.113961525,0.011020708,-0.11056965
SenChrisDodd,0.34136254,-0.06479632,-0.25223237,-0.23391216,-0.06812254,0.0971191,0.25457162,0.050957378,0.13175449,-0.0999475,0.22648457,-0.22385706,0.34877813,-0.07580345,-0.18057275,-0.036685374,0.017281653,0.10570284,-0.3066625,-0.056879357,-0.017407356,0.12928517,-0.042425107,-0.15254691,0.16203359,0.10848187,-0.086921625,0.0013908491,0.008673232,0.03939353,-0.17214587,0.026758846,-0.11337101,-0.11973145,0.0012243103,-0.013000822,-0.08911062,-0.10031632,0.126909,-0.0554663,0.06556155,-0.021813244,0.117783785,-0.20921871,0.033077996,-0.07529241,0.008872908,-0.053575456,-0.03384588,-0.15212595
MarkUdall,0.19831295,-0.025262812,-0.40338624,-0.031624153,0.14421228,0.17361265,0.2835354,0.16066158,-0.059009645,-0.12796125,0.291577,-0.11497243,0.09922736,0.1670448,-0.22135657,0.029652769,-0.05251737,0.17161743,-0.2128727,0.1825395,-0.098313995,-0.08471602,-0.050948072,-0.200775,0.14940402,-0.020773232,-0.2630468,-0.15529072,-0.024447575,0.08926157,-0.06880774,0.10639042,-0.15238707,-0.042309966,-0.031289037,0.111147314,0.015491204,0.03193584,0.1322923,-0.050089777,0.16677621,0.03352206,-0.0029327674,-0.057694003,0.014922882,0.03910918,-0.13038471,0.060844656,0.029226098,-0.083522305
DavidVitter,0.047628943,-0.2819989,-0.16944131,-0.26159948,-0.030139191,0.10881532,0.24702032,0.04022374,-0.017410122,0.0276951,0.087218985,-0.26883653,0.19030702,0.193661,-0.28619483,0.11328899,-0.032003433,0.18083958,-0.24235815,0.05734746,-0.046033986,0.11898055,0.08116596,-0.04622453,0.076636635,0.13678107,0.15098067,-0.15336718,-0.039495397,0.010286253,-0.12972978,0.06331283,-0.021036804,-0.0691979,0.11030443,0.1284276,-0.096602626,-0.18446171,-0.12661332,-0.072923206,0.15376604,-0.14226559,0.09077396,0.0015824159,0.055319306,0.22451645,0.12282045,-0.033136807,-0.030237619,-0.24661253
LuisGutierrez,0.14032076,-0.1969249,0.04042247,-0.049500383,0.3680388,0.1281381,0.20383361,0.19081788,-0.025301833,-0.14308506,-0.011660697,0.13672337,0.070458904,-0.09984523,0.19300938,0.10198006,-0.24477279,0.04936186,-0.22018515,0.04692856,0.04520738,0.17446698,-0.0190062,-0.14417303,0.22482815,-0.0095607415,-0.21673836,-0.009873437,-0.3108583,-0.014468957,0.012439619,-0.053676996,-0.016411446,-0.110650405,-0.09610034,0.119841516,0.15763152,0.17599954,-0.013088407,-0.043905806,-0.120272,0.18426436,0.11743408,-0.022679213,-0.014818608,0.18110101,-0.20215338,-0.073782735,0.055842914,-0.040375262
RepTomPrice,-0.00048451166,-0.22579196,-0.12970893,-0.23118457,-0.0051045585,-0.023104694,0.21686593,0.015792718,0.13923533,0.09388917,0.058874927,-0.17813672,0.14948724,0.092283666,-0.25779697,0.020707192,-0.068376504,0.09162218,-0.3006197,-0.017807584,0.1133399,-0.041097943,0.3185188,-0.11480612,0.08570071,-0.031985417,0.05147283,-0.092616916,0.16805084,-0.07831562,-0.12966031,0.2575967,0.17186257,0.0144052375,0.07116374,-0.011395921,-0.033730514,-0.11129294,-0.25563914,-0.06869104,0.064877965,-0.11187686,0.24930999,0.08630942,0.20067564,0.10466386,0.009152383,-0.13326962,0.16014953,0.0104511
johnculberson,0.18157728,-0.30552182,-0.103024304,0.073750004,0.013703302,-0.069154315,0.25201875,-0.054828584,-0.038985714,-0.0012725083,0.114711724,-0.23648587,0.08825395,0.117302574,-0.13253872,0.009577504,0.13583148,0.15483314,-0.16432367,-0.03321865,0.20462671,0.040596575,0.15364605,-0.10741244,-0.056055885,0.02632726,0.019940162,-0.14310496,0.03951231,0.07838561,-0.22053102,0.2121807,-0.011973416,-0.11862169,-0.05013641,0.05046515,-0.1463502,-0.223969,-0.23910284,-0.24321312,0.047984652,-0.016986711,0.327688,-0.009177329,0.11202203,0.006110152,0.19048165,-0.12368998,-0.053847596,-0.12947285
RepKarenBass,-0.00880755,-0.076529674,-0.010092354,0.007831659,0.32397702,0.044915885,0.17117694,0.17648613,0.12735371,-0.15334262,0.020227158,0.048919946,0.09937915,0.07981269,0.12660119,0.16235131,-0.3951054,0.16659442,-0.10997871,-0.0013806355,0.1957742,0.10853872,0.044773594,-0.20305367,0.30042964,-0.04324455,-0.11701206,0.027937954,-0.121794656,0.007190954,0.028421953,-0.027792891,-0.062293097,-0.034089033,-0.19214956,-0.019669168,0.08444464,0.2753236,0.027591974,-0.19251052,-0.10668936,0.15400666,0.15336727,0.0016829934,0.104885675,-0.07003034,-0.21064058,0.038917094,-0.020403348,-0.17029779
SenatorBurr,0.050418656,-0.19348133,-0.033742245,-0.17449056,0.15122548,0.03683273,0.2515079,-0.05314552,-0.09007084,0.1549022,0.13775265,-0.2142513,0.08612449,0.15762559,-0.26921418,0.07865863,-0.06148471,0.08667768,-0.15525259,-0.017693512,0.081337735,0.20051636,-0.116055995,-0.12237523,-0.018221693,-0.026420241,0.10189876,-0.14944103,0.020118492,-0.04113489,0.27905673,-0.018508796,0.076262526,-0.16496459,0.0483903,0.15672234,0.13219365,-0.114679664,0.03919616,-0.2445618,0.31172723,-0.0927572,-0.040321864,0.009843182,0.02007687,0.1969201,-0.17092112,0.06223006,0.06817746,-0.26241162
MaxineWaters,0.087044075,-0.116666324,0.06476145,-0.14388458,0.20553876,0.0748509,0.118881345,0.12320197,0.21798967,-0.17566334,-0.04219656,0.09259295,0.12968509,-0.04976981,0.24784747,0.096142285,-0.30727312,0.24000789,-0.29272205,-0.06390151,0.026344119,-0.03638878,0.08642264,-0.15227595,0.30530524,0.046570864,-0.032118473,0.14563355,-0.14496383,-0.01697717,-0.17172028,-0.07379117,-0.09840284,-0.101942204,-0.16624859,-0.011285739,0.08409029,0.2793713,0.06485506,-0.09550396,-0.11303216,0.14227776,0.20457552,-0.011304797,0.08119831,-0.057548705,-0.048885714,0.09796514,-0.07863438,-0.019336127
BruceBraley,0.016393006,-0.1779293,-0.14823623,0.048268255,0.23417592,-0.11862051,0.2104264,0.14408377,0.20653409,-0.14615472,0.052020226,-0.17849201,0.14070795,0.26143357,0.027634414,0.26200092,-0.3731093,0.057224236,-0.049336817,0.029854096,0.19990559,0.24005693,-0.045246337,-0.2447462,0.12702937,-0.07537579,-0.10785479,-0.0018054186,-0.01867139,0.04961899,0.016644048,0.06685044,-0.011986012,-0.06914393,-0.16589686,0.031126605,-0.13550523,0.23553576,0.063911796,-0.042904492,0.018822005,0.07871915,0.18119988,-0.059281606,0.04461613,-0.12905036,-0.12806685,0.020192653,0.011094514,-0.12517734
SenJeffMerkley,0.25245047,-0.14762048,-0.27140182,-0.1511792,0.069886394,0.1378061,0.21864775,0.18735376,-0.14760056,-0.0021324884,0.23806782,-0.05084199,0.14865364,0.18911803,-0.060033318,0.100623704,-0.0843341,0.13117099,-0.19189128,0.1103499,-0.05414485,0.034388177,-0.19581139,-0.1942659,0.24750093,0.10078174,-0.19108424,0.02271328,0.015328956,0.111092515,-0.044255186,0.10757315,-0.12869434,-0.018183926,0.07731032,0.10842015,0.036999147,-0.054499395,0.17510155,-0.15173024,0.2228929,-0.066632465,0.059082754,-0.032177415,-0.06600917,-0.012218363,-0.09305834,0.16556098,0.06441738,-0.2728601
kaybaileyhutch,0.09012649,-0.353948,-0.06278407,-0.1416628,-0.07138812,0.12568703,0.16357234,-0.11349374,-0.0185226,0.13924704,0.16752216,-0.15988724,0.013343507,0.048792265,-0.018248191,0.23729505,-0.15655366,0.067006774,-0.13530658,0.00014392802,-0.08654295,0.23935448,0.047616098,0.0052689924,0.06987423,0.11407969,0.089496195,-0.13303897,-0.11725545,0.09089432,0.1060541,0.0071498966,0.103191555,-0.22789223,-0.16297656,0.10408087,0.04889983,-0.046248797,-0.30696526,-0.31268552,0.24652249,0.10292877,-0.061829403,0.063850224,-0.05788656,-0.047191206,0.14706501,0.02403118,0.1964523,-0.12667905
repjohnlewis,-0.05894931,-0.23301592,0.16242282,-0.1244229,0.27595773,-0.042368487,0.14985971,0.24940856,0.19032744,-0.11054016,0.07346502,-0.04848666,0.16712986,-0.2016731,0.07498911,0.05494713,-0.19117543,0.1513587,-0.22250901,-0.04925104,0.03353481,-0.07198876,0.01079036,-0.21216589,0.18106553,0.02004819,-0.2037581,0.1474229,-0.095237255,0.10575652,0.049685087,0.07245024,-0.09121998,-0.1989175,-0.16917829,-0.14845952,0.09962557,0.2378917,0.04403647,0.12996025,-0.05794124,0.16557194,0.12329935,-0.047333375,0.0042790896,-0.20327735,-0.11430902,0.12597543,0.1201145,-0.016146634
SenMikeLee,-0.24553315,-0.09777498,-0.092616275,-0.24378341,-0.01961464,-0.06471047,0.06051072,-0.02710216,-0.27082172,0.007358338,0.15008688,-0.2591129,0.10256941,0.29885972,-0.039009783,0.15796171,-0.14288764,-0.062457398,-0.18780497,0.13990073,-0.001520888,-0.07291217,0.1332319,-0.02153391,0.0844861,-0.031665873,0.217619,-0.0055002333,0.034165133,-0.1004866,-0.17006023,0.15642534,0.08478278,-0.033647057,-0.060485605,0.23986368,-0.10805027,0.06348977,-0.2211943,-0.120554,0.31164926,-0.19560203,-0.02911589,0.05956767,-0.12817487,0.021923918,-0.11553648,-0.10415929,-0.102263406,-0.029986408
JeffFlake,-0.07648967,-0.07237252,-0.08776055,-0.09833031,-0.035665497,-0.040565986,0.32252425,-0.07544134,-0.18286042,0.032897748,0.21169138,-0.33146402,0.26044482,0.14071313,-0.11944157,-0.048170786,0.049503442,0.1774287,-0.14152686,0.04041514,0.103392474,-0.056055833,0.25831798,-0.11413609,-0.0032379827,0.15836537,0.14642133,-0.014558043,0.1644187,0.0037708837,-0.032652613,0.22969714,0.09970069,0.12638156,0.091835864,0.03732247,-0.011569611,0.034287155,-0.2262692,-0.17793232,0.055477697,0.0631808,0.23421851,0.09955558,-0.05405337,0.012861254,0.10987792,-0.2212979,0.12618919,-0.12995727
lisamurkowski,0.17671311,-0.19705364,-0.24296771,-0.29165363,-0.012637984,0.241004,0.2165268,0.0028380388,-0.010038579,0.04850688,0.20784616,-0.2656906,0.35684842,0.13216653,-0.24945131,0.16210148,-0.10761283,0.21443479,-0.23795575,0.15010718,0.04756327,0.08061013,0.025773652,-0.081305966,0.19796863,0.119314246,0.040336285,-0.02426267,0.0074689197,-0.02388457,0.050764374,0.029280301,-0.076129764,-0.03211814,0.0053370963,0.076222256,0.100389354,-0.04468332,-0.0034654418,-0.10270401,0.13574629,-0.017514467,0.008391474,-0.044500574,-0.071169004,0.0711908,0.063960485,0.0443685,0.053528,-0.20870067
Clyburn,0.053195767,-0.111597694,0.06735302,-0.28184983,0.18338296,0.030855328,0.0726411,0.057755418,0.25799254,-0.25758827,0.07121801,-0.10040277,0.2782086,-0.067745306,0.17929344,0.15652798,-0.24653676,0.19219579,-0.24310504,-0.11973659,0.17244852,-0.028892618,0.15858509,-0.13361153,0.22037858,0.054497574,-0.11043077,0.20283434,0.065672286,-0.112768196,0.01412644,-0.08325976,-0.012753433,-0.13821533,0.018907296,-0.020883847,0.05418474,0.30698097,0.11130436,-0.016213343,-0.05344606,0.098557055,0.047402754,-0.16439049,-0.030794334,-0.12777986,0.02562528,0.06889581,-0.0029959884,-0.051629465
SenatorSessions,-0.0084579885,-0.12760133,-0.15184517,-0.31452134,0.041292436,0.08156566,0.028473446,-0.03712917,0.034305952,0.17403851,0.16623405,-0.22540992,0.24551801,0.26396546,-0.07863538,0.15010978,-0.18127696,0.067428306,-0.2526862,0.015859948,-0.08811487,0.10304906,0.06920103,0.07537442,0.08225396,0.10570619,0.26366532,0.012434605,-0.03802155,0.108506195,0.09077603,-0.030360542,0.07156014,-0.06369983,0.026403597,0.20150656,0.10332998,0.062158357,-0.1523632,-0.16246407,0.24083328,-0.10957558,0.026323374,0.20186801,-0.0015098725,0.27131826,0.056267135,-0.0048078275,0.026004577,-0.19650666
jiminhofe,0.03661497,-0.21592352,-0.2546795,-0.22665058,0.054889202,0.060000096,0.15578178,-0.094101965,-0.031515285,0.040014453,0.16142617,-0.25275007,0.18978515,0.30955544,-0.18987858,-0.106690384,0.08425793,0.19619146,-0.1833134,0.09558388,0.080481626,0.011005379,0.058218013,0.010513308,0.1862034,0.18637834,0.16431203,-0.077818185,0.011323847,0.091796115,-0.19599994,0.108589,-0.094077945,-0.15514855,0.032332115,0.042186495,0.06897175,-0.09749443,-0.10441745,-0.03256136,0.17186078,-0.044413637,0.21121982,0.22520547,0.04051423,0.16774379,0.116561726,0.00085092796,-0.039947875,-0.17556943
SenatorKirk,0.080809884,-0.17221962,-0.08733601,-0.22141439,0.216158,-0.032926057,0.092391826,0.073501356,0.007377455,0.12166958,0.12323413,-0.015335807,0.24826701,0.073348075,-0.05768325,0.3323686,-0.09752156,-0.057657298,-0.16721484,0.22407289,0.009960628,0.22713925,0.056712218,-0.05954604,0.09714431,-0.07341562,-0.13086712,0.044830274,-0.10324322,-0.16254914,0.17791128,0.05863545,0.028336652,-0.056393042,0.24870497,0.25553137,0.1838993,0.08885784,-0.11494707,0.07503373,0.15706207,0.08653363,0.13876836,0.044266116,-0.119927585,0.21650791,-0.09389242,-0.12774798,0.20291333,-0.07806944
repaaronschock,0.003601941,-0.19978666,0.004407962,-0.1392179,0.10975798,0.008604189,0.27694023,-0.023188837,-0.024330296,0.07424504,0.15035148,-0.19083498,0.17640099,-0.051148172,-0.21508217,0.23735133,0.0074096792,0.03408585,-0.16573463,0.10835854,0.22123517,0.15201509,0.22210728,-0.09030869,-0.010152326,-0.16188574,-0.13589983,-0.052580953,0.0757724,-0.25178713,0.10774901,0.2169793,-0.030421073,0.021764435,0.25453073,0.10429547,0.1895164,0.09084746,-0.11624482,-0.0034239213,0.025058446,0.10123523,0.16957963,0.004449114,0.021256307,0.2025584,-0.01852872,-0.23769496,0.17679225,0.0230381
RosLehtinen,0.12575383,-0.16956925,0.10037683,-0.026191648,0.022300737,0.1312742,0.28331786,0.010070748,0.040793564,-0.20573187,0.20169145,-0.1806644,0.113638714,-0.014520552,-0.12771195,0.124123596,-0.086502865,0.06264422,-0.16353908,0.07789195,0.07794144,0.08947072,0.20497644,-0.051257722,0.1268849,-0.042029053,0.04910615,-0.26884443,-0.008964601,-0.09523009,0.018686246,0.11144179,-0.09181112,0.060678225,-0.0905565,0.033534627,0.2441417,0.16043594,-0.15313105,0.038223576,-0.060749747,0.20344451,0.055511344,0.12837808,0.051452387,0.36476323,-0.13399118,-0.06394558,0.31391877,-0.11993414
SenatorBarb,0.19146746,-0.19318576,-0.109243184,-0.3663117,0.086684816,0.18827578,0.16844966,0.18326338,-0.026876329,0.02238786,0.13179836,-0.16287829,0.25909272,0.11923706,0.07947766,-0.013269254,-0.3205906,0.06598086,-0.0434757,0.028115626,0.13135515,0.051611442,-0.1032117,-0.09697579,0.13959086,0.022796968,-0.19317621,0.049529366,-0.057183493,-0.012218196,0.16538626,-0.18468738,-0.120919,-0.114709035,0.040733326,0.03157076,0.18226278,0.1596277,0.08314235,0.014707213,0.16202973,0.094431266,-0.039310157,-0.118535355,0.0029797808,-0.16480482,-0.20764372,0.1335215,0.08167682,-0.16048314
petehoekstra,0.063597076,-0.20015292,-0.11420387,-0.1795128,0.016561516,-0.082108304,0.29219273,-0.06625386,-0.1495507,-0.016544953,0.19369197,-0.2600912,0.16717699,0.086964145,-0.08845396,-0.04288464,0.12575302,0.16228184,-0.18337333,-0.008399792,0.28971282,-0.041282635,0.0987239,-0.1688289,-0.11684138,0.058694825,-0.046969153,-0.07197521,0.13110356,0.037288476,-0.22117051,0.25633648,-0.05101186,-0.039135292,0.051736314,0.088770375,-0.03844003,-0.10500716,-0.14098342,-0.14267421,0.007228858,-0.10573384,0.2656753,0.07184972,0.1363047,0.061091013,0.24582823,-0.089068465,-0.052150413,-0.18880512
SteveKingIA,-0.011679308,-0.17359635,-0.20758247,-0.1996057,-0.02729308,-0.17997535,0.18228507,-0.038550794,0.13738243,0.027448852,0.040480442,-0.36851498,0.16090047,0.25421515,-0.14338084,0.19358069,-0.1297508,0.121659055,-0.18176498,0.009660251,-0.034680154,0.027552577,0.12673542,-0.0028593803,-0.0822109,0.0135907335,0.30848366,0.04280334,0.13759843,-0.024547651,-0.122181565,0.22859609,0.014880775,-0.057866007,0.034743745,0.08577314,-0.14388947,0.0884863,-0.22921975,0.058136612,0.03980329,-0.09349983,0.22655068,0.2226145,0.16212204,-0.043062057,0.061122894,0.012892768,0.004880748,0.003006639
cathymcmorris,0.082860276,-0.14400145,-0.049641356,-0.14002667,-0.0054726815,-0.042487435,0.26972765,-0.074476846,-0.049707927,-0.036021456,0.28368494,-0.26615077,0.18183751,0.14490382,-0.24552992,0.06996771,-0.060288027,0.13314648,-0.09723967,-0.043307368,0.21404202,0.043682393,0.24543382,-0.15961336,-0.06421722,-0.12797722,0.06413323,-0.15610704,0.20081514,-0.05660176,-0.06457106,0.18202215,0.111124195,-0.034935176,0.05576638,0.047894433,-0.038596407,-0.0963597,-0.16598274,-0.16400464,0.1371714,-0.12460628,0.23410647,0.031747364,0.17421557,0.14218043,0.008931486,-0.18354896,0.14367189,-0.14349411
repblumenauer,0.21403886,-0.16898501,-0.14556547,-0.04470398,0.13729881,0.09674778,0.26270804,0.17871408,-0.12919003,-0.07986484,0.19002117,0.0051663495,0.11809366,0.1375349,-0.05136573,0.10513294,-0.06752149,0.16275871,-0.18208799,0.07494935,0.054155447,0.02740729,-0.094755895,-0.28258574,0.19319956,0.040055763,-0.35168964,0.05855372,-0.012506697,0.123270474,-0.07691049,0.2586615,-0.16619506,-0.0007251421,0.04664662,0.07372486,-0.013430475,-0.035153117,0.16948965,-0.18287402,0.07080659,0.026090238,0.1950268,-0.11214531,0.030210774,-0.009362428,-0.05344772,0.040232055,0.07836194,-0.29021156
VernBuchanan,-0.020214211,-0.03651935,0.10024322,0.0435397,-0.14020902,0.0006823589,0.26688725,0.050699364,0.09312237,-0.13159996,0.16334942,-0.13917877,-0.025366146,0.1571509,-0.09000117,0.14077194,-0.10316121,0.04046787,-0.1822196,-0.035939567,0.031950526,-0.0082017025,0.13184264,0.11689566,0.08284211,-0.069181584,0.2600472,-0.17520665,0.06822818,-0.03981299,-0.06054317,0.09519822,0.033423655,0.10539154,-0.07687433,0.14896284,0.11931958,0.052400835,-0.26088166,-0.015099899,0.100129716,0.061381485,0.081208035,0.21122374,-0.007997869,0.4489554,-0.23889203,0.017235609,0.32566437,-0.06369804
Jim_Jordan,0.24834335,-0.140924,0.069245525,0.045434285,-0.04398484,0.005600092,0.05810826,-0.076796636,-0.0969789,0.04870259,0.04373474,-0.055020653,0.24754575,0.12465191,-0.19480556,-0.094457686,0.08879469,0.057744507,-0.3655849,0.06541823,0.2726945,0.059662066,0.2055161,-0.23719004,0.030418936,-0.036310185,0.09428041,-0.06859503,0.23694555,0.12102834,-0.009479141,0.095051356,0.12971474,-0.076324046,0.07371273,0.09940486,0.104023576,-0.097560436,-0.16840133,-0.27392608,0.0067359745,-0.258422,0.24085951,0.060563203,-0.15257126,0.037404966,0.036110785,-0.12954153,-0.06889435,0.030369844
pedropierluisi,0.08898655,-0.14788522,0.030130932,-0.058657043,0.33130988,0.12205831,0.22858208,0.16082922,-0.02489749,-0.1205002,0.10123806,0.023393024,0.11718202,-0.014495122,0.056690656,0.073637664,-0.2641719,0.09588676,-0.21737862,-0.012199444,0.09807711,0.10083285,-0.0032681823,-0.24183013,0.300762,-0.04253143,-0.21604092,-0.11542841,-0.20900185,0.061734624,0.04588641,0.009407023,-0.028985713,-0.10790573,-0.14379418,0.10016812,0.18509886,0.1735117,0.09575777,-0.19620977,-0.09934362,0.2012465,0.088433966,-0.013840236,0.075061925,0.12760514,-0.19796532,-0.06741771,0.13287753,-0.10504323
SenJonKyl,-0.025775177,-0.11397572,-0.11488956,-0.2655656,-0.016301764,0.17627989,0.18261535,-0.06246929,-0.0009572359,0.15472971,0.24084602,-0.32153538,0.3078275,0.13760453,-0.098072596,0.10882076,-0.13677777,0.15655406,-0.28368008,0.06540171,-0.05694191,0.11717777,0.088041104,0.0061667967,0.103007905,0.16559434,0.23775327,0.03520484,0.04447029,0.022644542,0.09733188,-0.004601661,0.10931438,0.0071421196,0.04978069,0.15626298,0.15402856,0.060612477,-0.10902008,-0.18652913,0.1306894,0.006952376,0.078889474,0.14543383,-0.07531263,0.07686869,0.13292725,-0.08988693,0.10587532,-0.2168209
SenatorCardin,0.19612975,-0.15937775,-0.17349476,-0.3715996,0.1836456,0.18770687,0.15589844,0.12745756,0.0025445751,0.003516324,0.15880626,-0.14957178,0.27140707,0.13440244,0.06992753,0.015290011,-0.3067181,0.078084834,-0.12776095,0.054297533,0.08989878,0.053925592,-0.09304917,-0.12625292,0.24244042,0.014656235,-0.16800357,0.02980735,-0.06221214,0.012851428,0.14215262,-0.12405323,-0.051064845,-0.101088256,0.031479705,0.08060888,0.18030995,0.12954511,0.1039609,-0.07135564,0.16365775,0.061861787,-0.015041113,-0.089943156,0.00949392,-0.08679677,-0.20827003,0.10128227,0.11697685,-0.17840801
cbrangel,0.119676046,-0.11031833,-0.1538544,-0.28136632,0.2000435,0.036922358,0.23544899,0.06485193,0.20112443,-0.34383968,0.14811331,-0.02609065,0.22884834,-0.009273132,0.039063856,0.05721573,-0.17770486,0.18115862,-0.30209172,0.0065644598,-0.059509337,-0.08918881,0.13047735,-0.107014745,0.24551642,-0.03646587,-0.17168143,0.08493663,-0.060700428,0.060447898,-0.07399744,-0.1143538,-0.124690376,-0.1471848,-0.09313466,0.036894582,0.07964862,0.21501455,0.07893902,-0.16831648,-0.17876907,0.077650286,0.13546534,-0.093468204,0.0198231,-0.0532481,-0.07816469,-0.020748543,-0.015030372,-0.042208392
neilabercrombie,0.28151473,-0.23184802,-0.14561467,0.0037467142,0.08057141,0.005312606,0.28332737,0.06150654,-0.10414692,-0.117322385,0.23577471,-0.10091722,0.22329374,0.10872069,-0.1347829,0.09043379,-0.05859994,0.13231473,-0.17459168,0.029389268,0.19074143,0.034092143,0.009341107,-0.2657434,0.14392331,0.03628692,-0.2040271,-0.08003701,0.04148111,0.050612547,-0.0905774,0.22275013,-0.12553747,-0.05149962,-0.079812706,0.082187556,-0.105158664,-0.09399269,0.12330784,-0.18445168,0.0133283725,0.028773317,0.22482097,-0.10616462,0.13556011,0.011257307,-0.068000734,-0.022155503,0.06934745,-0.3036105
repjustinamash,-0.26378292,-0.08286839,-0.12397808,-0.13644789,0.05235861,-0.073628046,0.16865833,0.04745181,-0.19104862,0.10574581,0.18037885,-0.081225775,-0.01275421,0.37756187,0.12746793,0.15625383,0.09436293,-0.1998341,-0.170867,-0.010191909,-0.10801086,-0.09756322,-0.0054408223,-0.22109547,0.08018958,-0.014763194,0.08862066,0.11068979,0.12858312,-0.080581754,-0.101786435,0.3128392,0.071054064,0.15263535,-0.064160705,0.15746823,0.056159735,0.09832378,-0.27818403,-0.22284368,0.11921416,-0.0484962,0.019427354,0.10456026,-0.09868279,-0.018011797,-0.12998816,0.053649124,0.016647289,0.13837443
